term,corr,state,freq
preference,-0.001,11,wideband
diagnosis,-0.001,11,wideband
cerebral cortex,-0.001,11,wideband
cortex posterior,-0.001,11,wideband
deficits,-0.001,11,wideband
accurate,-0.001,11,wideband
concept,-0.001,11,wideband
oriented,-0.001,11,wideband
symptom,-0.001,11,wideband
deficit,-0.001,11,wideband
hoc,-0.001,11,wideband
cerebral,-0.001,11,wideband
hc,-0.001,11,wideband
reference,-0.001,11,wideband
rules,-0.001,11,wideband
adults,-0.001,11,wideband
developmental,-0.001,11,wideband
vulnerability,-0.001,11,wideband
low level,-0.001,11,wideband
individual variability,-0.001,11,wideband
frequency,-0.001,11,wideband
values,-0.001,11,wideband
cortex bilaterally,-0.001,11,wideband
behavioral performance,-0.001,11,wideband
age,-0.001,11,wideband
expectation,-0.001,11,wideband
sex,-0.001,11,wideband
salience,-0.001,11,wideband
cognitive,-0.001,11,wideband
family,-0.001,11,wideband
mapping,-0.001,11,wideband
interactions,-0.001,11,wideband
depression,-0.001,11,wideband
chronic,-0.002,11,wideband
metabolic,-0.002,11,wideband
communication,-0.002,11,wideband
negativity,-0.002,11,wideband
drug,-0.002,11,wideband
storage,-0.002,11,wideband
nogo,-0.002,11,wideband
deficient,-0.002,11,wideband
memory task,-0.002,11,wideband
classical,-0.002,11,wideband
predictive,-0.002,11,wideband
gamma,-0.002,11,wideband
compensate,-0.002,11,wideband
damage,-0.002,11,wideband
engagement,-0.002,11,wideband
adhd,-0.002,11,wideband
cortex vlpfc,-0.002,11,wideband
hyperactivity,-0.002,11,wideband
sulci,-0.002,11,wideband
illness,-0.002,11,wideband
image,-0.002,11,wideband
dominance,-0.002,11,wideband
deficit hyperactivity,-0.002,11,wideband
light,-0.002,11,wideband
lesion,-0.002,11,wideband
everyday,-0.002,11,wideband
cortex inferior,-0.002,11,wideband
subsequent,-0.002,11,wideband
magnitude,-0.002,11,wideband
constraints,-0.002,11,wideband
expressed,-0.002,11,wideband
strategies,-0.002,11,wideband
cognitive performance,-0.002,11,wideband
written,-0.002,11,wideband
disorder mdd,-0.002,11,wideband
epilepsy,-0.002,11,wideband
correction,-0.002,11,wideband
rsfc,-0.002,11,wideband
sensitivity,-0.002,11,wideband
symptom severity,-0.002,11,wideband
manipulations,-0.002,11,wideband
distractor,-0.002,11,wideband
explicit,-0.002,11,wideband
attention deficit,-0.002,11,wideband
source,-0.002,11,wideband
smokers,-0.002,11,wideband
spectrum disorder,-0.002,11,wideband
lobule ipl,-0.002,11,wideband
binding,-0.002,11,wideband
word recognition,-0.002,11,wideband
female,-0.002,11,wideband
bipolar disorder,-0.002,11,wideband
drugs,-0.002,11,wideband
stress disorder,-0.002,11,wideband
interval,-0.002,11,wideband
al,-0.002,11,wideband
sustained,-0.002,11,wideband
iq,-0.002,11,wideband
placebo controlled,-0.002,11,wideband
categorical,-0.002,11,wideband
effort,-0.002,11,wideband
mesial,-0.002,11,wideband
thoughts,-0.002,11,wideband
met,-0.002,11,wideband
categorization,-0.002,11,wideband
feeling,-0.002,11,wideband
bipolar,-0.002,11,wideband
evaluation,-0.002,11,wideband
suppressed,-0.002,11,wideband
episodes,-0.002,11,wideband
rs,-0.002,11,wideband
exploration,-0.002,11,wideband
hyperactivity disorder,-0.002,11,wideband
sclerosis,-0.002,11,wideband
oscillations,-0.002,11,wideband
negative emotional,-0.002,11,wideband
disorder adhd,-0.002,11,wideband
sham,-0.002,11,wideband
match,-0.002,11,wideband
education,-0.002,11,wideband
digit,-0.002,11,wideband
inhibit,-0.002,11,wideband
instructions,-0.002,11,wideband
memory wm,-0.003,11,wideband
gyrus anterior,-0.003,11,wideband
sustained attention,-0.003,11,wideband
similarity,-0.003,11,wideband
anterior intraparietal,-0.003,11,wideband
alcohol,-0.003,11,wideband
females,-0.003,11,wideband
frontal parietal,-0.003,11,wideband
cognitive tasks,-0.003,11,wideband
cognitive deficits,-0.003,11,wideband
serotonin,-0.003,11,wideband
cortex dorsal,-0.003,11,wideband
posttraumatic,-0.003,11,wideband
compulsive,-0.003,11,wideband
alff,-0.003,11,wideband
concentration,-0.003,11,wideband
expectations,-0.003,11,wideband
brains,-0.003,11,wideband
consecutive,-0.003,11,wideband
discrimination task,-0.003,11,wideband
task demands,-0.003,11,wideband
cues,-0.003,11,wideband
cognitive processes,-0.003,11,wideband
pharmacological,-0.003,11,wideband
biomarkers,-0.003,11,wideband
animals,-0.003,11,wideband
lobule,-0.003,11,wideband
disorder ptsd,-0.003,11,wideband
mg,-0.003,11,wideband
fc,-0.003,11,wideband
morphology,-0.003,11,wideband
capture,-0.003,11,wideband
executive function,-0.003,11,wideband
alpha,-0.003,11,wideband
beta,-0.003,11,wideband
distraction,-0.003,11,wideband
lesions,-0.003,11,wideband
morphological,-0.003,11,wideband
conscious,-0.003,11,wideband
blind,-0.003,11,wideband
cognitive functions,-0.003,11,wideband
manipulation,-0.003,11,wideband
spectrum disorders,-0.003,11,wideband
incongruent,-0.003,11,wideband
abilities,-0.003,11,wideband
decline,-0.003,11,wideband
discriminated,-0.003,11,wideband
emotional responses,-0.003,11,wideband
questionnaire,-0.003,11,wideband
unexpected,-0.003,11,wideband
concurrently,-0.003,11,wideband
probabilistic,-0.003,11,wideband
happy,-0.003,11,wideband
controlling,-0.003,11,wideband
distractors,-0.003,11,wideband
interactive,-0.003,11,wideband
repetition suppression,-0.003,11,wideband
gyri,-0.003,11,wideband
brodmann,-0.003,11,wideband
metabolism,-0.003,11,wideband
semantics,-0.003,11,wideband
referred,-0.003,11,wideband
motor responses,-0.003,11,wideband
reaction times,-0.003,11,wideband
gyrus cerebellum,-0.003,11,wideband
cortex ba,-0.003,11,wideband
disease ad,-0.004,11,wideband
target detection,-0.004,11,wideband
td,-0.004,11,wideband
decision task,-0.004,11,wideband
uncertain,-0.004,11,wideband
loss,-0.004,11,wideband
integrate,-0.004,11,wideband
maintenance,-0.004,11,wideband
attenuation,-0.004,11,wideband
executive control,-0.004,11,wideband
subcortical structures,-0.004,11,wideband
ocd,-0.004,11,wideband
consciousness,-0.004,11,wideband
disorder ocd,-0.004,11,wideband
medial superior,-0.004,11,wideband
inhibitory,-0.004,11,wideband
cognitive function,-0.004,11,wideband
balance,-0.004,11,wideband
diseases,-0.004,11,wideband
asymmetry,-0.004,11,wideband
sleep,-0.004,11,wideband
memory load,-0.004,11,wideband
simulation,-0.004,11,wideband
computation,-0.004,11,wideband
magnetoencephalography,-0.004,11,wideband
uncertainty,-0.004,11,wideband
wm task,-0.004,11,wideband
posterior anterior,-0.004,11,wideband
prediction,-0.004,11,wideband
multiple sclerosis,-0.004,11,wideband
novelty,-0.004,11,wideband
mfg,-0.004,11,wideband
reaction time,-0.004,11,wideband
cognitively,-0.004,11,wideband
manual,-0.004,11,wideband
invasive,-0.004,11,wideband
competition,-0.004,11,wideband
addiction,-0.004,11,wideband
recognizing,-0.004,11,wideband
response times,-0.004,11,wideband
control task,-0.004,11,wideband
high risk,-0.004,11,wideband
adulthood,-0.004,11,wideband
temporal cortices,-0.004,11,wideband
reho,-0.004,11,wideband
judgments,-0.004,11,wideband
anticipatory,-0.004,11,wideband
therapy,-0.004,11,wideband
appraisal,-0.004,11,wideband
decoding,-0.004,11,wideband
outcome,-0.004,11,wideband
acts,-0.004,11,wideband
affect,-0.004,11,wideband
divided,-0.004,11,wideband
fearful,-0.004,11,wideband
risk,-0.004,11,wideband
plasticity,-0.004,11,wideband
instruction,-0.004,11,wideband
prospective,-0.004,11,wideband
disability,-0.005,11,wideband
animal,-0.005,11,wideband
externally,-0.005,11,wideband
hypoactivation,-0.005,11,wideband
regulatory,-0.005,11,wideband
contexts,-0.005,11,wideband
spatiotemporal,-0.005,11,wideband
serial,-0.005,11,wideband
violations,-0.005,11,wideband
major depression,-0.005,11,wideband
superior inferior,-0.005,11,wideband
separation,-0.005,11,wideband
gm volume,-0.005,11,wideband
strategy,-0.005,11,wideband
obsessive,-0.005,11,wideband
inhibition,-0.005,11,wideband
prefrontal cortical,-0.005,11,wideband
gyrus posterior,-0.005,11,wideband
learned,-0.005,11,wideband
demands,-0.005,11,wideband
ventral,-0.005,11,wideband
parahippocampal,-0.005,11,wideband
rating,-0.005,11,wideband
incorrect,-0.005,11,wideband
delay,-0.005,11,wideband
precentral gyrus,-0.005,11,wideband
disorder,-0.005,11,wideband
learning task,-0.005,11,wideband
genes,-0.005,11,wideband
detected,-0.005,11,wideband
learning,-0.005,11,wideband
pressure,-0.005,11,wideband
prediction error,-0.005,11,wideband
obsessive compulsive,-0.005,11,wideband
hyperactivation,-0.005,11,wideband
behaviors,-0.005,11,wideband
correct,-0.005,11,wideband
rt,-0.005,11,wideband
frontal cortices,-0.005,11,wideband
stress,-0.005,11,wideband
handedness,-0.005,11,wideband
attention task,-0.005,11,wideband
emotionally,-0.005,11,wideband
trait,-0.005,11,wideband
dysregulation,-0.005,11,wideband
reaction,-0.005,11,wideband
effortful,-0.005,11,wideband
construction,-0.005,11,wideband
biomarker,-0.006,11,wideband
game,-0.006,11,wideband
integrated,-0.006,11,wideband
executive functions,-0.006,11,wideband
frontal gyri,-0.006,11,wideband
compulsive disorder,-0.006,11,wideband
cortex superior,-0.006,11,wideband
placebo,-0.006,11,wideband
regulating,-0.006,11,wideband
wm,-0.006,11,wideband
neutral faces,-0.006,11,wideband
salient,-0.006,11,wideband
words,-0.006,11,wideband
gyrus inferior,-0.006,11,wideband
locus,-0.006,11,wideband
recognition task,-0.006,11,wideband
anger,-0.006,11,wideband
gyrus ba,-0.006,11,wideband
parietal temporal,-0.006,11,wideband
arterial spin,-0.006,11,wideband
integrity,-0.006,11,wideband
inferior middle,-0.006,11,wideband
cortex thalamus,-0.006,11,wideband
arterial,-0.006,11,wideband
track,-0.006,11,wideband
chronic pain,-0.006,11,wideband
self report,-0.006,11,wideband
inhibitory control,-0.006,11,wideband
interference,-0.006,11,wideband
autism spectrum,-0.006,11,wideband
behavioral responses,-0.006,11,wideband
german,-0.006,11,wideband
dopamine,-0.006,11,wideband
impulsivity,-0.006,11,wideband
paired,-0.006,11,wideband
impulsive,-0.006,11,wideband
ad,-0.006,11,wideband
decisions,-0.006,11,wideband
gm,-0.006,11,wideband
implicit,-0.006,11,wideband
gyrus middle,-0.007,11,wideband
unilateral,-0.007,11,wideband
mm,-0.007,11,wideband
inferior prefrontal,-0.007,11,wideband
supramarginal,-0.007,11,wideband
alzheimer disease,-0.007,11,wideband
frontal lobe,-0.007,11,wideband
hemispheres,-0.007,11,wideband
thought,-0.007,11,wideband
events,-0.007,11,wideband
monetary incentive,-0.007,11,wideband
time task,-0.007,11,wideband
hippocampal,-0.007,11,wideband
modulatory,-0.007,11,wideband
globus,-0.007,11,wideband
retention,-0.007,11,wideband
injury,-0.007,11,wideband
gyrus insula,-0.007,11,wideband
imagine,-0.007,11,wideband
parietal cortices,-0.007,11,wideband
chosen,-0.007,11,wideband
reactivity,-0.007,11,wideband
behavior,-0.007,11,wideband
photographs,-0.007,11,wideband
induction,-0.007,11,wideband
recall,-0.007,11,wideband
stroop,-0.007,11,wideband
ventral anterior,-0.007,11,wideband
dorsal,-0.007,11,wideband
inferior parietal,-0.007,11,wideband
anterior hippocampus,-0.007,11,wideband
strategic,-0.007,11,wideband
expectancy,-0.007,11,wideband
consolidation,-0.007,11,wideband
alzheimer,-0.007,11,wideband
response selection,-0.007,11,wideband
amygdala responses,-0.007,11,wideband
cognitive control,-0.007,11,wideband
middle superior,-0.007,11,wideband
anxiety disorders,-0.007,11,wideband
endogenous,-0.007,11,wideband
abuse,-0.007,11,wideband
subsequent memory,-0.007,11,wideband
gambling,-0.007,11,wideband
control network,-0.007,11,wideband
sad,-0.007,11,wideband
fearful faces,-0.007,11,wideband
success,-0.008,11,wideband
amygdala response,-0.008,11,wideband
insula inferior,-0.008,11,wideband
cortex cerebellum,-0.008,11,wideband
oddball,-0.008,11,wideband
control,-0.008,11,wideband
aging,-0.008,11,wideband
ventral medial,-0.008,11,wideband
incentive delay,-0.008,11,wideband
punishment,-0.008,11,wideband
cortex hippocampus,-0.008,11,wideband
asd,-0.008,11,wideband
dopaminergic,-0.008,11,wideband
smoking,-0.008,11,wideband
extinction,-0.008,11,wideband
motivational,-0.008,11,wideband
emotional stimuli,-0.008,11,wideband
avoidance,-0.008,11,wideband
preferences,-0.008,11,wideband
middle inferior,-0.008,11,wideband
thalamic,-0.008,11,wideband
working memory,-0.008,11,wideband
reinforcement learning,-0.008,11,wideband
belief,-0.008,11,wideband
negative emotions,-0.008,11,wideband
pseudowords,-0.008,11,wideband
intention,-0.008,11,wideband
disgust,-0.008,11,wideband
bodily,-0.008,11,wideband
semantic memory,-0.008,11,wideband
learn,-0.008,11,wideband
interoceptive,-0.008,11,wideband
likelihood,-0.008,11,wideband
timing,-0.008,11,wideband
cortex insula,-0.008,11,wideband
difficulty,-0.008,11,wideband
working,-0.008,11,wideband
updating,-0.008,11,wideband
parietal lobes,-0.008,11,wideband
opercular,-0.008,11,wideband
sulcus sts,-0.008,11,wideband
globus pallidus,-0.008,11,wideband
cortex involved,-0.008,11,wideband
health,-0.008,11,wideband
progressive,-0.008,11,wideband
pallidus,-0.008,11,wideband
pd,-0.008,11,wideband
verbal,-0.009,11,wideband
spectrum,-0.009,11,wideband
associative,-0.009,11,wideband
declines,-0.009,11,wideband
judgment,-0.009,11,wideband
incentive,-0.009,11,wideband
parahippocampal gyrus,-0.009,11,wideband
sexual,-0.009,11,wideband
rewarding,-0.009,11,wideband
reversal,-0.009,11,wideband
middle frontal,-0.009,11,wideband
imagery,-0.009,11,wideband
self reported,-0.009,11,wideband
controls,-0.009,11,wideband
disease pd,-0.009,11,wideband
ipl,-0.009,11,wideband
craving,-0.009,11,wideband
intentions,-0.009,11,wideband
choice,-0.009,11,wideband
frontal lobes,-0.009,11,wideband
verbal working,-0.009,11,wideband
personality,-0.009,11,wideband
risk taking,-0.009,11,wideband
conditioned,-0.009,11,wideband
neocortical,-0.009,11,wideband
reward anticipation,-0.009,11,wideband
evaluations,-0.009,11,wideband
ba,-0.009,11,wideband
people,-0.009,11,wideband
social interaction,-0.009,11,wideband
reinforcement,-0.009,11,wideband
emotional valence,-0.009,11,wideband
pre sma,-0.009,11,wideband
imagined,-0.01,11,wideband
parkinson disease,-0.01,11,wideband
cognitive emotional,-0.01,11,wideband
callosum,-0.01,11,wideband
ventral tegmental,-0.01,11,wideband
corpus,-0.01,11,wideband
control processes,-0.01,11,wideband
monetary reward,-0.01,11,wideband
inferences,-0.01,11,wideband
frontal cortex,-0.01,11,wideband
concrete,-0.01,11,wideband
generation,-0.01,11,wideband
anxiety,-0.01,11,wideband
older adults,-0.01,11,wideband
discriminative,-0.01,11,wideband
heart,-0.01,11,wideband
gains,-0.01,11,wideband
accumbens,-0.01,11,wideband
lateral frontal,-0.01,11,wideband
parahippocampus,-0.01,11,wideband
regulate,-0.01,11,wideband
regulation,-0.01,11,wideband
substantia,-0.01,11,wideband
cortical,-0.01,11,wideband
subjective,-0.01,11,wideband
anterior medial,-0.01,11,wideband
anticipation,-0.01,11,wideband
empathy,-0.01,11,wideband
monetary,-0.01,11,wideband
interpersonal,-0.01,11,wideband
corpus callosum,-0.01,11,wideband
emotional information,-0.01,11,wideband
tegmental,-0.01,11,wideband
opercularis,-0.01,11,wideband
negative feedback,-0.01,11,wideband
fiber,-0.01,11,wideband
fasciculus,-0.01,11,wideband
amygdala insula,-0.01,11,wideband
cortex dlpfc,-0.01,11,wideband
motivation,-0.01,11,wideband
nucleus accumbens,-0.01,11,wideband
frontal operculum,-0.01,11,wideband
stroop task,-0.01,11,wideband
skin,-0.011,11,wideband
eating,-0.011,11,wideband
competing,-0.011,11,wideband
heart rate,-0.011,11,wideband
conceptual,-0.011,11,wideband
errors,-0.011,11,wideband
integrative,-0.011,11,wideband
atrophy,-0.011,11,wideband
conflicting,-0.011,11,wideband
feelings,-0.011,11,wideband
rewards,-0.011,11,wideband
socially,-0.011,11,wideband
cortex dacc,-0.011,11,wideband
experiencing,-0.011,11,wideband
prefrontal cortices,-0.011,11,wideband
prefrontal parietal,-0.011,11,wideband
motor response,-0.011,11,wideband
error,-0.011,11,wideband
unimodal,-0.011,11,wideband
referential,-0.011,11,wideband
parkinson,-0.011,11,wideband
core,-0.011,11,wideband
decision,-0.011,11,wideband
outcomes,-0.011,11,wideband
emotion regulation,-0.012,11,wideband
losses,-0.012,11,wideband
periaqueductal,-0.012,11,wideband
fa,-0.012,11,wideband
emotions,-0.012,11,wideband
repetition,-0.012,11,wideband
hypothalamus,-0.012,11,wideband
dorsal striatum,-0.012,11,wideband
frontal temporal,-0.012,11,wideband
unpleasant,-0.012,11,wideband
experiences,-0.012,11,wideband
fronto striatal,-0.012,11,wideband
lobe,-0.012,11,wideband
self referential,-0.012,11,wideband
preparation,-0.012,11,wideband
stop,-0.012,11,wideband
cingulate cortices,-0.012,11,wideband
sequence,-0.013,11,wideband
striatal,-0.013,11,wideband
inference,-0.013,11,wideband
intensity,-0.013,11,wideband
mesolimbic,-0.013,11,wideband
ba 44,-0.013,11,wideband
posterior inferior,-0.013,11,wideband
gain,-0.013,11,wideband
abstract,-0.013,11,wideband
mtl,-0.013,11,wideband
fear,-0.013,11,wideband
interhemispheric,-0.013,11,wideband
temporal sulcus,-0.013,11,wideband
aphasia,-0.013,11,wideband
verbal fluency,-0.013,11,wideband
gyrus superior,-0.013,11,wideband
temporal inferior,-0.013,11,wideband
reactions,-0.013,11,wideband
caudate nucleus,-0.013,11,wideband
sequential,-0.013,11,wideband
concepts,-0.013,11,wideband
postcentral gyrus,-0.014,11,wideband
lobe mtl,-0.014,11,wideband
decision making,-0.014,11,wideband
sensation,-0.014,11,wideband
ventrolateral prefrontal,-0.014,11,wideband
limbic,-0.014,11,wideband
lateralization,-0.014,11,wideband
conflict,-0.014,11,wideband
dominant,-0.014,11,wideband
negative neutral,-0.014,11,wideband
signal task,-0.014,11,wideband
conditioning,-0.014,11,wideband
midbrain,-0.014,11,wideband
nouns,-0.014,11,wideband
olfactory,-0.014,11,wideband
pre supplementary,-0.014,11,wideband
natural,-0.014,11,wideband
dacc,-0.014,11,wideband
conductance,-0.014,11,wideband
complexity,-0.014,11,wideband
lateral temporal,-0.014,11,wideband
english,-0.014,11,wideband
middle cingulate,-0.014,11,wideband
pars,-0.014,11,wideband
choices,-0.014,11,wideband
cortico,-0.014,11,wideband
hemisphere,-0.014,11,wideband
autonomic,-0.014,11,wideband
response inhibition,-0.014,11,wideband
reasoning,-0.014,11,wideband
dlpfc,-0.014,11,wideband
orbital,-0.015,11,wideband
skin conductance,-0.015,11,wideband
mind,-0.015,11,wideband
executive,-0.015,11,wideband
ambiguous,-0.015,11,wideband
arousal,-0.015,11,wideband
hippocampus,-0.015,11,wideband
cognition,-0.015,11,wideband
stimulation tms,-0.015,11,wideband
neutral,-0.015,11,wideband
rehabilitation,-0.015,11,wideband
gyrus medial,-0.015,11,wideband
brainstem,-0.015,11,wideband
neutral pictures,-0.015,11,wideband
sensations,-0.015,11,wideband
anterior insular,-0.015,11,wideband
caudate,-0.015,11,wideband
lateral prefrontal,-0.015,11,wideband
reorganization,-0.015,11,wideband
